1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
37.400053,19.286016,1.51197,21.047973,12.844354,96.96036,97.629708,95.563138,96.597323,114.829539,49.537791,0.564535,33.809194,66.313635,35.158075,82.956232,108.178264,49.5479
37.400486,19.222462,1.51252,21.285761,12.880091,97.208574,97.824384,95.74579,96.802038,115.23441,50.140619,0.564493,33.660891,66.271197,35.169758,82.873562,108.515185,49.0665
37.401566,19.214974,1.514125,21.282443,11.742193,97.206412,98.027961,95.754812,96.80683,115.116846,49.92053,0.564505,33.461069,66.256138,35.205304,83.196118,108.509697,48.3392
37.401527,19.24763,1.516402,21.319092,12.936197,97.084582,97.856691,95.664793,96.706344,114.923745,50.740105,0.564422,33.328278,66.271725,35.220742,83.431013,108.29172,48.0967
37.400983,19.263861,1.513484,21.306139,11.862854,97.230873,97.74258,95.79096,96.825522,115.141839,49.873425,0.564501,33.831662,66.494024,35.18411,83.181872,108.39324,48.4095
37.401066,19.284258,1.514397,21.224408,12.329082,97.171213,97.716562,95.750063,96.78039,115.001691,49.944885,0.564435,33.800271,66.482429,35.224752,83.456633,108.337483,48.1727
37.401221,19.333975,1.513801,21.178536,10.982477,97.094308,97.83476,95.69183,96.719712,114.871745,49.495202,0.564538,33.702114,66.390158,35.294704,83.57114,108.155091,47.6312
37.401698,19.301628,1.513517,21.156938,12.062763,97.268989,97.819917,95.835985,96.87524,115.057206,49.740795,0.564419,33.748871,66.372836,35.30591,83.616963,108.340266,47.9705
37.400595,19.390363,1.51208,21.192936,12.098918,97.194057,97.738346,95.768384,96.804362,115.010451,49.650731,0.564507,33.852127,66.420108,35.342387,83.180096,108.222439,47.9271
37.40102,19.294698,1.513527,21.308076,11.64716,97.153152,97.774803,95.730434,96.763309,114.99872,49.853582,0.564525,33.75028,66.427617,35.213152,83.255199,108.221966,48.2976
37.400336,19.311855,1.511965,21.183355,12.528267,97.168622,97.689077,95.741498,96.778225,115.047965,49.737836,0.564514,33.852536,66.396911,35.207228,83.088459,108.150655,48.5757
37.400591,19.302796,1.513399,21.324543,11.078599,97.045404,97.752005,95.640725,96.669185,114.887694,49.66159,0.564561,33.743199,66.442281,35.17844,83.144098,108.06495,48.5394
37.400251,19.309094,1.512029,21.482504,11.578482,97.062816,97.728441,95.641157,96.677027,115.001745,49.88136,0.56457,33.79118,66.409638,35.146213,82.733603,108.104466,48.638
37.400786,19.231935,1.513374,21.328147,11.394796,97.149431,97.75495,95.724271,96.756293,115.046366,49.804507,0.564548,33.758198,66.428118,35.124414,83.173462,108.161866,48.9047
37.400909,19.224326,1.512621,21.38594,11.198029,97.226445,97.753264,95.793201,96.824774,115.15408,49.796572,0.564561,33.792687,66.44149,35.096154,83.169555,107.870417,48.318
37.400437,19.215573,1.512909,21.203915,12.60344,97.115592,97.645122,95.70897,96.735799,114.973773,50.016416,0.564522,33.785621,66.414795,35.082506,83.468689,107.541826,48.0379
37.400486,19.231457,1.51214,21.518628,13.291892,97.180834,97.66416,95.748714,96.788578,115.152928,51.332541,0.564539,33.685308,66.344636,35.069777,83.045497,107.102191,48.0867
37.400324,19.319995,1.511024,21.624798,11.437302,97.181815,97.638879,95.782634,96.803513,115.05556,50.117335,0.564581,33.829727,66.407319,35.040827,83.058621,104.800766,47.8537
37.400246,19.326882,1.511006,21.503482,13.294891,97.223209,97.607218,95.814297,96.845119,115.116931,51.011183,0.564571,33.820124,66.348254,35.056321,83.115681,104.903615,47.9276
37.40011,19.421175,1.510811,21.462546,12.08652,97.0837,97.611296,95.70023,96.723789,114.905984,49.996454,0.564582,33.825631,66.313175,35.064996,83.005831,104.256913,48.127
37.400255,19.427288,1.510834,21.278915,12.117237,97.221549,97.648963,95.831619,96.859385,114.981235,49.76717,0.564579,33.829099,66.284211,35.126345,83.321262,104.625531,48.7977
37.400492,19.403973,1.510915,21.24612,12.631887,97.264923,97.688305,95.870613,96.906073,114.990186,49.989409,0.564572,33.708567,66.231831,35.15237,83.589461,104.719748,48.8784
37.400338,19.480505,1.510853,21.374592,13.167844,97.266796,97.729408,95.841845,96.894685,115.074324,50.349673,0.56457,33.698688,66.212449,35.25264,83.018444,105.453303,49.5547
37.400336,19.470097,1.510949,21.235393,13.333969,97.216087,97.677318,95.810908,96.853789,114.96833,50.286686,0.564554,33.723296,66.230902,35.259554,83.332213,105.448035,49.5589
37.400881,19.590618,1.510919,21.254685,12.677996,97.371054,97.723473,95.96476,97.003989,115.021495,49.878469,0.564555,33.83969,66.308459,35.461566,83.510493,105.578591,49.9817
37.697797,19.178207,1.811026,23.356184,11.221995,97.438221,99.888739,95.93029,96.956918,115.220221,58.581358,0.551226,32.870932,67.132141,35.793586,84.481728,108.931889,49.8633
37.696675,19.221383,1.80886,23.456926,11.269661,97.408997,99.644397,95.906621,96.930945,115.194518,58.65599,0.552829,32.906848,67.146453,35.818477,84.377743,108.930029,49.4554
37.698083,19.314354,1.78533,23.852771,11.801192,97.720942,99.549859,96.214534,97.252814,115.549706,59.764885,0.557757,32.94592,67.125031,35.753583,84.326455,108.884602,48.2397
37.694811,19.554119,1.769532,23.878089,11.792416,97.431222,98.654352,95.985376,96.987666,115.029223,59.676472,0.561174,33.06271,67.185448,35.959581,84.356134,108.751533,48.268
37.698637,19.635669,1.715165,24.099575,12.084065,97.793035,99.463602,96.311747,97.35008,115.504015,60.235555,0.562026,33.000127,67.134855,36.091607,84.241174,108.581865,48.0965
